spotify:track:2SAqBLGA283SUiwJ3xOUVI,Laugh Now Cry Later (feat. Lil Durk),Drake,https://i.scdn.co/image/ab67616d0000b27316c3079dae45245b67c7b21f,
spotify:track:4Oun2ylbjFKMPTiaSbbCih,WAP (feat. Megan Thee Stallion),Cardi B,https://i.scdn.co/image/ab67616d0000b273c450c89d3eb750d3535b0a0c,https://p.scdn.co/mp3-preview/1ca9e7769467092ff12a0aee336488ce1b53501c?cid=9e231817f8e548fba80c90df7b772152
spotify:track:6UelLqGlWMcVH1E5c4H7lY,Watermelon Sugar,Harry Styles,https://i.scdn.co/image/ab67616d0000b27377fdcfda6535601aff081b6a,https://p.scdn.co/mp3-preview/0c51b5f7ed852504844feebfb4f4b7f099452662?cid=9e231817f8e548fba80c90df7b772152
spotify:track:7ytR5pFWmSjzHJIeQkgog4,ROCKSTAR (feat. Roddy Ricch),DaBaby,https://i.scdn.co/image/ab67616d0000b27320e08c8cc23f404d723b5647,
spotify:track:6wQlQrTY5mVS8EGaFZVwVF,Smile (with The Weeknd),Juice WRLD,https://i.scdn.co/image/ab67616d0000b2733e0698e4ae5ffb82a005aeeb,
spotify:track:2SAqBLGA283SUiwJ3xOUVI,Laugh Now Cry Later (feat. Lil Durk),Drake,https://i.scdn.co/image/ab67616d0000b27316c3079dae45245b67c7b21f,
spotify:track:0qJeyYAgv6UpvewUxRXAhb,Rags2Riches 2 (feat. Lil Baby),Rod Wave,https://i.scdn.co/image/ab67616d0000b27322ff91d8f39712b1c63bb0d4,https://p.scdn.co/mp3-preview/3505bc11b157e51fa39587a46d812686e9351120?cid=9e231817f8e548fba80c90df7b772152
spotify:track:3GZd1aDsgKL71Kt3VIp0hc,Narrow Road (feat. Lil Baby),NLE Choppa,https://i.scdn.co/image/ab67616d0000b2732fa34f1cf347e25b10183858,https://p.scdn.co/mp3-preview/bbc2189c96a063aa1f905301590ee84642eb2f80?cid=9e231817f8e548fba80c90df7b772152
spotify:track:6nDSLDomNqfet6w0r1GHAz,RELENTLESS (feat. Lil Uzi Vert),Gunna,https://i.scdn.co/image/ab67616d0000b273fae944bd93dd1e47591a0df9,https://p.scdn.co/mp3-preview/536a98d04a2d40e74ae434349e965aec1b456172?cid=9e231817f8e548fba80c90df7b772152
spotify:track:0PvFJmanyNQMseIFrU708S,For The Night (feat. Lil Baby & DaBaby),Pop Smoke,https://i.scdn.co/image/ab67616d0000b27377ada0863603903f57b34369,
spotify:track:2Dv2XlnlpeZ0TZDt9TRPn3,wAnt me back,Lindsay Ell,https://i.scdn.co/image/ab67616d0000b2733a8d7979466036604e4649e5,https://p.scdn.co/mp3-preview/d31c0cce8ef5a42056d444c4c726d4cdf9058b23?cid=9e231817f8e548fba80c90df7b772152
spotify:track:0Z0kNthq0sS4lvGz9SSlBF,7 Summers,Morgan Wallen,https://i.scdn.co/image/ab67616d0000b2731150a8787c277ed1d4c519c8,https://p.scdn.co/mp3-preview/35ed61631014a7c16746c74d7d22c6d202274faf?cid=9e231817f8e548fba80c90df7b772152
spotify:track:693NFnfJZt16AFDaZqlflo,Done,Chris Janson,https://i.scdn.co/image/ab67616d0000b273138de28e1625fb8b4459df44,https://p.scdn.co/mp3-preview/6ccf67d8e34ef1c1a659704de844088541ba729e?cid=9e231817f8e548fba80c90df7b772152
spotify:track:4ejNoyrhgjrioqJbgTNPu3,On Me (feat. Ava Max) - From 'SCOOB!' The Album,Thomas Rhett,https://i.scdn.co/image/ab67616d0000b273c3c29acc89654fe9e80bbbcf,https://p.scdn.co/mp3-preview/e58de5943d0b0e4b240a224002030d9c8e38742b?cid=9e231817f8e548fba80c90df7b772152
spotify:track:3GPvHSNPWlzDu5rLu4PztC,This City Remix (feat. Kane Brown),Sam Fischer,https://i.scdn.co/image/ab67616d0000b2734a1f811c28ee8b6740bf7f23,https://p.scdn.co/mp3-preview/b1f2405a22eab728f1518d113b126dd0e6ecaab3?cid=9e231817f8e548fba80c90df7b772152
spotify:track:4TIJ7zSBNejpoIPaWpWRKc,Rebel Yell,Billy Idol,https://i.scdn.co/image/ab67616d0000b273ea07dca8b4ca808c1e5b17fb,
spotify:track:0hCB0YR03f6AmQaHbwWDe8,Whole Lotta Love - 1990 Remaster,Led Zeppelin,https://i.scdn.co/image/ab67616d0000b273fc4f17340773c6c3579fea0d,https://p.scdn.co/mp3-preview/ce11b19a4d2de9976d7626df0717d0073863909c?cid=9e231817f8e548fba80c90df7b772152
spotify:track:08mG3Y1vljYA6bvDt4Wqkj,Back In Black,AC/DC,https://i.scdn.co/image/ab67616d0000b2730b51f8d91f3a21e8426361ae,https://p.scdn.co/mp3-preview/506bc9a0485990973449b0467791e06174371284?cid=9e231817f8e548fba80c90df7b772152
spotify:track:5MxNLUsfh7uzROypsoO5qe,Dream On,Aerosmith,https://i.scdn.co/image/ab67616d0000b273b11078ee23dcd99e085ac33e,https://p.scdn.co/mp3-preview/4c7fea33f70ea10631656c9bccace988ee2aaa42?cid=9e231817f8e548fba80c90df7b772152
spotify:track:6cr6UDpkjEaMQ80OjWqEBQ,Sultans of Swing,Dire Straits,https://i.scdn.co/image/ab67616d0000b273c5a897378c8caf5cd11935a6,https://p.scdn.co/mp3-preview/36d1b1b99357ff707acec4dddb357aa59d50c0b5?cid=9e231817f8e548fba80c90df7b772152
spotify:track:3X3TlieuOl8aWzw2HeigUo,So Done (feat. Khalid),Alicia Keys,https://i.scdn.co/image/ab67616d0000b273ba60f6810163afc8d6af7311,https://p.scdn.co/mp3-preview/2bd276d78c2ddd973237829bca89f9f4527a7f35?cid=9e231817f8e548fba80c90df7b772152
spotify:track:4HDCLYli2SUdkq9OjmvhSD,BELIEVE IT,PARTYNEXTDOOR,https://i.scdn.co/image/ab67616d0000b273d8082097058d4c44739b17dd,https://p.scdn.co/mp3-preview/c6f33c22314cf938e0706e8a7797d575d46984ac?cid=9e231817f8e548fba80c90df7b772152
spotify:track:2KkNkv6ciB6bt2hvHtOrin,Wake Up Love,Teyana Taylor,https://i.scdn.co/image/ab67616d0000b273be40ea1bddf4056f878f8385,
spotify:track:0t2q2c43AATY4z1GI883Be,Summer 2020,Jhené Aiko,https://i.scdn.co/image/ab67616d0000b273128c44a13ff730aedae77779,
spotify:track:5E1aFH3QO8NHlocnXIPTYo,Go Crazy,Chris Brown,https://i.scdn.co/image/ab67616d0000b2732e1c9e187b63d0ad537c4abe,
spotify:track:0id7TrBjYYzQ5v5mHWTUxC,Follow (with Jeremih),Kito,https://i.scdn.co/image/ab67616d0000b273465aa8d1a367f4b6475d0938,
spotify:track:6cx06DFPPHchuUAcTxznu9,Head & Heart (feat. MNEK),Joel Corry,https://i.scdn.co/image/ab67616d0000b27391e93c59bacfe819db9601eb,https://p.scdn.co/mp3-preview/a860b3fe04f480539af5f08b3672bb2ecff71b6b?cid=9e231817f8e548fba80c90df7b772152
spotify:track:0pk1hxhJLBSZZ5RKBhcwOa,Levitating (feat. Madonna and Missy Elliott) [The Blessed Madonna Remix],Dua Lipa,https://i.scdn.co/image/ab67616d0000b273d5d8db4a78c0c7de547d8ba2,https://p.scdn.co/mp3-preview/4d71312588d522971004887107a2c3707d4d0ddc?cid=9e231817f8e548fba80c90df7b772152
spotify:track:0Gv33C5DRmJueolmdFjfU7,Impact (feat. Robyn & Channel Tres),SG Lewis,https://i.scdn.co/image/ab67616d0000b273cbd526c663c4b1048a3a1dcd,
spotify:track:17bGtGqqaXOgVnhnfx5NlE,Looking for Me,Paul Woolford,https://i.scdn.co/image/ab67616d0000b273ab080bd1dc604f9b4d9c1d71,https://p.scdn.co/mp3-preview/31e3d44e7123d0b0506710bf163a82b9b22927ad?cid=9e231817f8e548fba80c90df7b772152
spotify:track:3Hs0xJpEOcJsWeayaLbeXR,Ferris Wheel,Sylvan Esso,https://i.scdn.co/image/ab67616d0000b2739b483aeecdcbbe2686a233e9,
spotify:track:2rVAtdA3LWr18RAVGXZNkw,hey girl,boy pablo,https://i.scdn.co/image/ab67616d0000b273adf6d6cf5eb8aea81f6f42a7,https://p.scdn.co/mp3-preview/f79c29a2b0c63706411d436c5d87643e0c2b8c9b?cid=9e231817f8e548fba80c90df7b772152
spotify:track:5i5fCpsnqDJ9AfeObgd0gW,Guilty Conscience - Tame Impala Remix,070 Shake,https://i.scdn.co/image/ab67616d0000b273dbae99e91239940d1ba97b64,
spotify:track:0KAW820FoYhpDe3lsgMRaC,Sucker,Madeline Kenney,https://i.scdn.co/image/ab67616d0000b273c6f200b58c3f5693a1c4fd42,https://p.scdn.co/mp3-preview/4301967a579f60188434ba4b661fe983b6201284?cid=9e231817f8e548fba80c90df7b772152
spotify:track:0UdYkM8rQeOV9B8n65fsfN,Running Red Lights (feat. Rivers Cuomo & Pink Siifu),The Avalanches,https://i.scdn.co/image/ab67616d0000b2739d5d06946c05adf3d5a669e4,
spotify:track:5hQZDntIU1PbXhmH94kZoM,Don't Look At Me,POORSTACY,https://i.scdn.co/image/ab67616d0000b273c16e6ddb53c86b03abbe166b,
spotify:track:4hR3hQKELrARHNZJ51D14s,Someone Else,Rezz,https://i.scdn.co/image/ab67616d0000b2735f6da0bbb86a97c0870822ea,https://p.scdn.co/mp3-preview/31adeef6e5e6bd610e3db0a7afda048f4c3fb4eb?cid=9e231817f8e548fba80c90df7b772152
spotify:track:6Q2juI8CUrk1SR5rtoCqwT,Big Shot,IRONTOM,https://i.scdn.co/image/ab67616d0000b273935826aff6ae0363a4b87788,https://p.scdn.co/mp3-preview/b154521d8476d21a22878a6f6d1e263f51203b8c?cid=9e231817f8e548fba80c90df7b772152
spotify:track:4w6K8eMuWck8OSJ1fdvU9e,Lonely,Palaye Royale,https://i.scdn.co/image/ab67616d0000b273bd704576e9ab76b57fe934b2,
spotify:track:6Yx4AmuHnZ3loElFebyCYy,All Of Me (feat. Travis Barker),The Score,https://i.scdn.co/image/ab67616d0000b2735bef38b2e17d81b890b15d25,
spotify:track:1dsVIoiV96Goqv1jGbJySI,Our Son,Al Foster,https://i.scdn.co/image/ab67616d0000b2739d073171ed9d140ef8a5a82b,https://p.scdn.co/mp3-preview/098c6dc439f44ad3d6af2abb6dbdfb73a194b8f1?cid=9e231817f8e548fba80c90df7b772152
spotify:track:0XHv1jT5QsTbemGea5q8Ek,Song for Fraser,Kamasi Washington,https://i.scdn.co/image/ab67616d0000b27367c723f87d1adcbe0975f3e3,https://p.scdn.co/mp3-preview/e0f732833ea78d9145c0e46f73950fd5b3f279e6?cid=9e231817f8e548fba80c90df7b772152
spotify:track:2wOlZrHUpRP9hQbqbV9Ae5,Together,Matthew Halsall,https://i.scdn.co/image/ab67616d0000b273517c52b75d0aae55b633b11b,https://p.scdn.co/mp3-preview/e1199a28ae179f8b444f1c218f4f50437a3b3669?cid=9e231817f8e548fba80c90df7b772152
spotify:track:1A6rWsVB4JNfsvVcAN2FdY,Tis Our Prayer,Joey Alexander,https://i.scdn.co/image/ab67616d0000b2737a49ad45954d224744303338,
spotify:track:2yiISACbYnL2hApy1ffKKs,Misty - Remastered 2020,Erroll Garner,https://i.scdn.co/image/ab67616d0000b2735005dfb9c61a102334e358e4,https://p.scdn.co/mp3-preview/80c1e0153427091d18922d71f9958b2b37f9c0ee?cid=9e231817f8e548fba80c90df7b772152
spotify:track:4SFBV7SRNG2e2kyL1F6kjU,"The Well-Tempered Clavier: Book 1, BWV 846-869: 1. Prelude in C Major, BWV 846",Lang Lang,https://i.scdn.co/image/ab67616d0000b273bf4b533ee6e9634a6fcd8882,
spotify:track:2kAgCRZPG3YQR2VMqRvLmb,The Lark Ascending,Tasmin Little,https://i.scdn.co/image/ab67616d0000b273cd64acf85c3876d13f2ae7f8,https://p.scdn.co/mp3-preview/ec96df58162e040f8ee840288eb4bdfea43f6a39?cid=9e231817f8e548fba80c90df7b772152
spotify:track:1upQiytDIEZfl9ItruoXuC,"Handel / Orch. Hale: Keyboard Suite in D Minor, HWV 437: III. Sarabande",George Frideric Handel,https://i.scdn.co/image/ab67616d0000b27349545f70a28d11f5d1785bbb,https://p.scdn.co/mp3-preview/a4db8e757fef306c7a2cdb88cec1e9f6631d1e7d?cid=9e231817f8e548fba80c90df7b772152
spotify:track:0H2VhGUC3P3hvwz8rdGIpC,"Bagatelle No. 25 in A Minor, ""Für Elise"", WoO 59",Ludwig van Beethoven,https://i.scdn.co/image/ab67616d0000b2739e143ebd3e4eb57e3dd198da,
spotify:track:419qlOGNXoyICx4jO0hqaj,"Rhapsody On A Theme Of Paganini, Op.43: Variation 18. Andante cantabile",Sergei Rachmaninoff,https://i.scdn.co/image/ab67616d0000b273581d3fac7f043e4c90708dff,
spotify:track:4XsH9zBWPOCdXoH9ZDdS8r,Superfly,Curtis Mayfield,https://i.scdn.co/image/ab67616d0000b27305395028597ee3dde86950ca,https://p.scdn.co/mp3-preview/4ab4720efd311ee87a1fafe4ed7f65605addd8cc?cid=9e231817f8e548fba80c90df7b772152
spotify:track:39l1UORIhuHvUWfxG53tRZ,Let's Get It On,Marvin Gaye,https://i.scdn.co/image/ab67616d0000b27321ac9e410c539b7508bcd3cb,
spotify:track:6lUXneXZ9jc3HSMHgd8oqh,How Can You Mend a Broken Heart,Al Green,https://i.scdn.co/image/ab67616d0000b2732c3ecdbc368a97ad038f640c,https://p.scdn.co/mp3-preview/586f501037f5f090681fc4115ccca2404f61a210?cid=9e231817f8e548fba80c90df7b772152
spotify:track:4vYauy3ABO65vTXggGYaZg,Don't Leave Me This Way,Harold Melvin & The Blue Notes,https://i.scdn.co/image/ab67616d0000b2738c9a144e872fe8a91c4146db,https://p.scdn.co/mp3-preview/e237edc9655cf4165b09941efc2d898ddf698cfd?cid=9e231817f8e548fba80c90df7b772152
spotify:track:6UaocmOO1bO7YwfHv9Kqcy,Midnight Train to Georgia,Gladys Knight & The Pips,https://i.scdn.co/image/ab67616d0000b273a309dcac95d481a13af1d81b,https://p.scdn.co/mp3-preview/7f6cd1d528c1fe1d0c77554d0d0350db06fc160d?cid=9e231817f8e548fba80c90df7b772152
spotify:track:65x81o2eIyfQT6hpQkCKhj,100,SuperM,https://i.scdn.co/image/ab67616d0000b2731b4d8da2eb51966f2401606f,
spotify:track:35IJPK0rh5w4GwKvqHvnoZ,2 KIDS,TAEMIN,https://i.scdn.co/image/ab67616d0000b2735b90072ed7ef5b6eb7037faa,https://p.scdn.co/mp3-preview/efd120822369832b0342b84ec277e051f4be982b?cid=9e231817f8e548fba80c90df7b772152
spotify:track:2fJ70dRX7J4jiVxKUQQp7C,DUMDi DUMDi,(G)I-DLE,https://i.scdn.co/image/ab67616d0000b2736080e2389dee3e57f00ccc69,
spotify:track:7zC6xvBPnIC92K06pMpstY,INCEPTION,ATEEZ,https://i.scdn.co/image/ab67616d0000b2734afd9a5e31c4d8ccd90e340c,https://p.scdn.co/mp3-preview/06c9fffc5f49a6c5e074fbb4ab803da156ef2f7b?cid=9e231817f8e548fba80c90df7b772152
spotify:track:1Gw2MVjOeA29OIwt4k7PZ4,What You Waiting For,SOMI,https://i.scdn.co/image/ab67616d0000b273637fd394e106b5af8b19f794,https://p.scdn.co/mp3-preview/8d14ae5e4ac68893b4e00406ea54ab8bbe6774c4?cid=9e231817f8e548fba80c90df7b772152
spotify:track:7lRlq939cDG4SzWOF4VAnd,I'm Not Okay (I Promise),My Chemical Romance,https://i.scdn.co/image/ab67616d0000b273cab7ae4868e9f9ce6bdfdf43,https://p.scdn.co/mp3-preview/b5ad0ef700a456e320076c3000826d0ce050eb6e?cid=9e231817f8e548fba80c90df7b772152
spotify:track:0a7BloCiNzLDD9qSQHh5m7,"Dance, Dance",Fall Out Boy,https://i.scdn.co/image/ab67616d0000b27371565eda831124be86c603d5,
spotify:track:4bPQs0PHn4xbipzdPfn6du,I Write Sins Not Tragedies,Panic! At The Disco,https://i.scdn.co/image/ab67616d0000b2730a8881b0d247346c3c447bf3,https://p.scdn.co/mp3-preview/f6d230cb4184ff630d18dde2fc25fd273bb4a663?cid=9e231817f8e548fba80c90df7b772152
spotify:track:6SpLc7EXZIPpy0sVko0aoU,Misery Business,Paramore,https://i.scdn.co/image/ab67616d0000b273bee754528c08d5ff6799a1eb,https://p.scdn.co/mp3-preview/d4aacf7e02038a401759df9a908756e4f71de0fb?cid=9e231817f8e548fba80c90df7b772152
spotify:track:3ZsexY07D4t4HRq7ogeSAS,"Dear Maria, Count Me In",All Time Low,https://i.scdn.co/image/ab67616d0000b27333dd0d612eaea5c67db11bb4,
spotify:track:5hsq03E3do2gWhyOVV2Api,Another World,Gojira,https://i.scdn.co/image/ab67616d0000b2732228d922fddc750c0075c8b2,https://p.scdn.co/mp3-preview/691398e5a030d02d90a60ed2f07292844911f944?cid=9e231817f8e548fba80c90df7b772152
spotify:track:3Ho0uOyCz245GWUqlWrkf5,Breaking the Mirror,Fit For A King,https://i.scdn.co/image/ab67616d0000b27335e142406560ab89c52b64b9,https://p.scdn.co/mp3-preview/3047c8437a0212635bd8bb26933574f21fa6a909?cid=9e231817f8e548fba80c90df7b772152
spotify:track:3fnqNxjN7o0tJe7zOQZV68,Catastrophist,Trivium,https://i.scdn.co/image/ab67616d0000b273f11a218563f0edfa7940fc94,https://p.scdn.co/mp3-preview/ee1e932e0e452b8e53cfc29b816e4bfc27db965f?cid=9e231817f8e548fba80c90df7b772152
spotify:track:14EXZEog1hW97d6yz8ejih,The End of All We Know,Bleed From Within,https://i.scdn.co/image/ab67616d0000b27363b88195cfd2e6af1a5644cd,https://p.scdn.co/mp3-preview/40d0523905c905ed088c905cdeda4749a266def6?cid=9e231817f8e548fba80c90df7b772152
spotify:track:12agMQaxWkreYs3SH1D4Ag,Underneath,Another Day's Armor,https://i.scdn.co/image/ab67616d0000b2737ddc1ce057fe5e920b30ba11,https://p.scdn.co/mp3-preview/bfc0925d61529b4f84ebf5f735d40f95e207061f?cid=9e231817f8e548fba80c90df7b772152
spotify:track:6O4FoKdYi42CFjfd0MM04n,The Sun Stop Shining,Cornell Campbell,https://i.scdn.co/image/ab67616d0000b2736d2e9c5b21fb334451e1d08d,https://p.scdn.co/mp3-preview/33c77f4b27f0bc2312921e9d3d18784c7203898c?cid=9e231817f8e548fba80c90df7b772152
spotify:track:4o6ZuLYr04LqFQNiSGVK4u,Love And Affection,Various Artists,https://i.scdn.co/image/ab67616d0000b2739e952a903ef3ab18996763d9,https://p.scdn.co/mp3-preview/ccbdfcb291f45b537c1cd1b46446d579f700947f?cid=9e231817f8e548fba80c90df7b772152
spotify:track:5Wwr2S7QZTR5PVJn6jhgdk,Here Comes Trouble,Chronixx,https://i.scdn.co/image/ab67616d0000b2731666b0245df2d7dce02a4dc8,https://p.scdn.co/mp3-preview/4b28e44c555ba579c124e6c91e48936582cd3c10?cid=9e231817f8e548fba80c90df7b772152
spotify:track:0HBEM5CMp4Yg3Ne7orJzBX,Who Knows,Protoje,https://i.scdn.co/image/ab67616d0000b273e1d604f34bcb65e1e9a3586d,https://p.scdn.co/mp3-preview/c6a169e6e6707a91b53662a46371074e6c8a9e36?cid=9e231817f8e548fba80c90df7b772152
spotify:track:0fF0HtZGSXZgGrC6b7Pq4I,Jamming,Bob Marley & The Wailers,https://i.scdn.co/image/ab67616d0000b2734a7a63bf1dbbd7ef6fa1af01,
spotify:track:10f3q2Od3xz3P4BmsP2AHY,How Long?,Fantastic Negrito,https://i.scdn.co/image/ab67616d0000b273b0ad4761d7e9e99f2ad8cf4e,https://p.scdn.co/mp3-preview/6b02303bbc249456c9407b752ca99cfa66943193?cid=9e231817f8e548fba80c90df7b772152
spotify:track:0x1YDdoiTaW1x8dgk3QwO5,A New Day Yesterday,Joe Bonamassa,https://i.scdn.co/image/ab67616d0000b273cc975347e66919818580875e,https://p.scdn.co/mp3-preview/c90e0b609994cc4c5a1d6dfbb073d8f724719620?cid=9e231817f8e548fba80c90df7b772152
spotify:track:7ySs2Z9KjR1aPM7Kctj05m,Blues For The Weepers,Bettye LaVette,https://i.scdn.co/image/ab67616d0000b273b879a10eacc7816c6d585cb2,
spotify:track:57U2smIiC2ch7MbuJMaWIY,No Place to Go,Kirk Fletcher,https://i.scdn.co/image/ab67616d0000b2736b9ff2e47a9294675c6898d9,https://p.scdn.co/mp3-preview/2577fce3f853e7ecb079aac701f165f488ead75b?cid=9e231817f8e548fba80c90df7b772152
spotify:track:170lW4ylGoFGh2i3V4Nxo4,Toes in the Mud,Seasick Steve,https://i.scdn.co/image/ab67616d0000b2735ae3791a24c36df7c08e28ce,https://p.scdn.co/mp3-preview/2fbb5d5815dcf52b37a536d49eb1e19267aa7d07?cid=9e231817f8e548fba80c90df7b772152
spotify:track:7aBjTHXRcZed06n0rWgyLu,Which Side You're On,The Philharmonik,https://i.scdn.co/image/ab67616d0000b27386064c1a8dabd735e5e24f3f,https://p.scdn.co/mp3-preview/7bb2bd3c4b5ed62bb676c009c6318200eb339788?cid=9e231817f8e548fba80c90df7b772152
spotify:track:2QhNFaJB5OWywH55GG1hNQ,Shine On,Sola Rosa,https://i.scdn.co/image/ab67616d0000b273ea3367c7869a8025db71ed6d,https://p.scdn.co/mp3-preview/9c82b761596db44ae196b4638dabcbebbec8b065?cid=9e231817f8e548fba80c90df7b772152
spotify:track:6uChhWADrxd7q0hsEiqETC,Attention,Senpu,https://i.scdn.co/image/ab67616d0000b2736dd8f9322da9738eed9335bb,https://p.scdn.co/mp3-preview/b324cafc8f8de88063367d48aae71e9efe75c1ee?cid=9e231817f8e548fba80c90df7b772152
spotify:track:1hVogn7kHppd5WkaWvFHIK,Sleeping On My Dreams,Jacob Collier,https://i.scdn.co/image/ab67616d0000b273770aa8bb2b4d782c48ebded9,
spotify:track:3pskfPInvz8nsloyEzUnFL,Floatin',Cool Company,https://i.scdn.co/image/ab67616d0000b2735f55dac0ead9aca716e4278c,
